Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1KryzdS3q1e33n3YU7qmJM,"Black Be The Source","Black Be The Source","Fly Anakin;Pink Siifu;Billz Egypt",2022-02-15,217238,0,true,1225721008,2022-02-17T19:46:23Z,"experimental hip hop","Lex Records",0.431,0.735,10,-9.352,0,0.363,0.117,0.461,0.327,0.329,164.869,4
spotify:track:3ZHhRhfvxxRazOHpSEmu9s,"The Tonight Show","Continuance","Curren$y;The Alchemist",2022-02-18,148946,37,true,1225721008,2022-02-19T19:00:15Z,"southern hip hop,alternative hip hop,jazz rap,experimental hip hop,boom bap","Jet Life Recordings / ALC / EMPIRE",0.365,0.367,7,-11.324,1,0.219,0.523,0.000265,0.1,0.539,79.333,5
spotify:track:723VfjPicXmhDNyJEEww3H,"A Time for Healing","A Time for Healing","The Kahil El'Zabar Quartet",2022-02-04,789054,0,false,1225721008,2022-02-23T12:46:52Z,"experimental jazz","Spiritmuse Records",0.598,0.0457,9,-21.804,0,0.0406,0.264,0.00194,0.0707,0.459,104.041,4
spotify:track:1XMudpPu9E0eTyIG4jHXM2,"Urban Shaman","A Time for Healing","The Kahil El'Zabar Quartet",2022-02-04,642751,0,false,1225721008,2022-02-23T13:11:40Z,"experimental jazz","Spiritmuse Records",0.673,0.165,1,-20.717,1,0.0453,0.45,0.000156,0.081,0.605,113.885,4
spotify:track:51J7kWsQFdZkZMrMmvm6zw,"We'll Get Through This","A Time for Healing","The Kahil El'Zabar Quartet",2022-02-04,362776,0,false,1225721008,2022-02-23T14:10:18Z,"experimental jazz","Spiritmuse Records",0.508,0.0501,2,-19.588,0,0.0445,0.814,0.0016,0.112,0.147,152.124,4
spotify:track:7cHKbRJEYDLrs0NBV0GLxQ,"Time IS","A Time for Healing","The Kahil El'Zabar Quartet",2022-02-04,651726,0,false,1225721008,2022-02-23T14:26:45Z,"experimental jazz","Spiritmuse Records",0.549,0.179,1,-19.797,1,0.116,0.0868,0.0932,0.095,0.287,166.595,4
spotify:track:4HhwsxEZeyCBoy2iF6NNX3,"Engine (eavesdropping)","caroline","caroline",2022-02-25,341906,21,false,1225721008,2022-02-25T20:25:11Z,"slowcore,post-rock","Rough Trade",0.152,0.229,7,-12.355,1,0.0373,0.386,0.838,0.11,0.0351,90.224,4
spotify:track:6bs7m1ORRVmW3P1VpbhDA3,"zilch","caroline","caroline",2022-02-25,128000,18,false,1225721008,2022-02-25T20:36:13Z,"slowcore,post-rock","Rough Trade",0.557,0.168,1,-13.766,1,0.095,0.756,0.681,0.0571,0.262,80.347,4
spotify:track:3k0anOnO61MuazyByOwZLq,"Natural death","caroline","caroline",2022-02-25,520000,19,false,1225721008,2022-02-25T20:39:45Z,"slowcore,post-rock","Rough Trade",0.22,0.378,2,-9.306,1,0.0595,0.833,0.0938,0.081,0.0462,77.623,4
spotify:track:6wQR4GS12uMHKx9H7aapou,"IWR","caroline","caroline",2022-02-25,389506,25,false,1225721008,2022-02-25T22:09:22Z,"slowcore,post-rock","Rough Trade",0.321,0.152,7,-10.252,1,0.0303,0.67,0.0153,0.123,0.0686,139.518,4
spotify:track:5JVZIGX0AWLYmT0z6rywxo,"Fayahh (Ayo Girl & Love Me Back Beat)","Fayahh (Ayo Girl & Love Me Back Beat)","Robinson",2022-01-14,208453,47,false,1225721008,2022-03-02T23:57:49Z,"","APG",0.582,0.486,6,-10.849,1,0.0459,0.0832,0.879,0.0994,0.653,95.191,4
spotify:track:0YLXTDCnIDYV1DZUpcQYzx,"Gestures (with Arve Henriksen)","Only Love From Now On","Carmen Villain;Arve Henriksen",2022-02-25,458898,13,false,1225721008,2022-03-03T17:22:29Z,"ambient jazz,ambient,dark ambient,drone,experimental jazz","Smalltown Supersound",0.672,0.24,1,-19.131,1,0.0362,0.483,0.836,0.108,0.0511,119.98,4
spotify:track:6rcN2o3VekKCrwdvJlPN74,"Apsara","Apsara","Carl Stone",2022-03-04,258000,0,false,1225721008,2022-03-04T16:07:32Z,"plunderphonics,electroacoustic,musique concrète,avant-garde,minimalism,drone,experimental,glitch","Unseen Worlds",0.464,0.894,9,-9.395,0,0.228,0.245,0.00987,0.428,0.374,130.041,4
spotify:track:52L4voy7ONzIJbB4HRCUZP,"Open Channels","Open Channels","BADBADNOTGOOD",2022-03-02,262742,13,false,1225721008,2022-03-04T19:45:40Z,"","XL Recordings",0.208,0.493,7,-9.679,1,0.0404,0.31,0.0789,0.146,0.156,83.015,3
spotify:track:0HwL1iZP8LextHnuC6DB37,"Rust","Fly Me to the Moon","Joseph Shabason;Vibrant Matter",2022-03-04,278345,1,false,1225721008,2022-03-04T20:43:46Z,"ambient jazz,ambient,plunderphonics","Séance Centre",0.56,0.356,1,-15.286,1,0.106,0.903,0.87,0.0808,0.125,132.054,4
spotify:track:3K6Pgj3eE42mKk1tZ36bf8,"Winterhaze","Fly Me to the Moon","Joseph Shabason;Vibrant Matter",2022-03-04,306590,13,false,1225721008,2022-03-04T20:55:54Z,"ambient jazz,ambient,plunderphonics","Séance Centre",0.44,0.358,1,-14.828,0,0.0676,0.89,0.878,0.338,0.16,166.04,4
spotify:track:4gvY51tf3STjsEBFvghjjA,"442 - Acoustic","442","Patrick Shiroishi",2022-03-04,351830,0,false,1225721008,2022-03-05T16:15:20Z,"ambient jazz,free jazz,electroacoustic,experimental jazz,avant-garde,experimental","Conjunto Vacío",0.297,0.104,5,-13.532,1,0.0433,0.993,0.0717,0.235,0.15,102.451,3
spotify:track:7tIEXvw4VtEygyziFswiYG,"Almost Gone","Sonescent","Matchess",2022-02-25,1080240,0,false,1225721008,2022-03-05T18:58:00Z,"experimental,drone,ambient folk,ambient,drone metal","Drag City Records",0.137,0.0034,0,-28.14,1,0.0502,0.988,0.948,0.0808,0.0248,98.776,3
spotify:track:6wInULod8pkLRfFcB9bYD0,"Marsh","How Is It That I Should Look At The Stars","The Weather Station",2022-03-04,270598,10,false,1225721008,2022-03-05T18:58:39Z,"indie folk","Fat Possum",0.45,0.0476,2,-22.808,1,0.0389,0.97,0.00164,0.14,0.0777,88.644,4
spotify:track:2PCLuWyWv0Qw9LH6NflJrk,"Alots B4","Fiscal, Remote, Distilled","Blanche Blanche Blanche",2022-02-14,196480,2,false,1225721008,2022-03-05T19:23:42Z,"avant-garde","la Loi",0.748,0.543,4,-9.444,0,0.0453,0.859,0.575,0.107,0.833,98.592,3
spotify:track:3cKNjBmSCxzqnCoLYqyZTi,"Inner City Blues","Mainstream Funk","Sarah Vaughan",2022-01-28,250538,2,false,1225721008,2022-03-05T19:26:58Z,"vocal jazz,jazz,jazz ballads","WeWantSounds",0.423,0.64,7,-11.695,0,0.0538,0.767,0.00733,0.192,0.738,93.847,4
spotify:track:5PsnqDrCK3dvGIpJjiYl4n,"Quiet Afternoon","Mainstream Funk","Buddy Terry",2022-01-28,613519,0,false,1225721008,2022-03-05T20:16:57Z,"free jazz,jazz funk,soul jazz,funk gospel","WeWantSounds",0.37,0.657,7,-11.392,1,0.0494,0.417,0.834,0.105,0.495,119.532,4
spotify:track:2sObF28LfxyamtjF2yVubi,"Super Duper Love","Mainstream Funk","Sugar Billy",2022-01-28,196172,1,false,1225721008,2022-03-05T20:42:46Z,"","WeWantSounds",0.515,0.734,7,-8.327,1,0.499,0.16,0,0.294,0.783,185.706,4
spotify:track:3qSyMYXUoHu6T48CdwBEqa,"Little Heart of Pieces","Mainstream Funk","Barry Miles",2022-01-28,273064,0,false,1225721008,2022-03-05T20:55:47Z,"jazz fusion,free jazz,jazz funk","WeWantSounds",0.556,0.41,10,-14.626,1,0.0376,0.923,0.92,0.126,0.625,105.214,4
spotify:track:25FXh3ucz4vLe3dkbpVi35,"Lift","The 7th Hand","Immanuel Wilkins",2022-01-28,1582068,12,false,1225721008,2022-03-07T15:26:11Z,"jazz,indie jazz","Blue Note Records",0.35,0.651,2,-9.033,1,0.0656,0.691,0.758,0.122,0.238,112.788,4
spotify:track:6jMgDEsM6WPi5r7WZD2nov,"Because Because","Feeding the Machine","Binker and Moses;Max Luthert",2022-02-25,586706,0,false,1225721008,2022-03-07T22:02:59Z,"free jazz,nu jazz,experimental jazz,indie jazz,jazz","Gearbox Records",0.219,0.695,2,-10.544,1,0.0666,0.027,0.79,0.102,0.0396,99.3,4
spotify:track:0q9GWZd6dEJGFmQnJ8M47a,"June","June","Destroyer",2022-03-09,393080,0,false,1225721008,2022-03-12T04:02:58Z,"art pop","Merge Records",0.717,0.81,0,-7.596,0,0.0826,0.0942,0.00795,0.153,0.786,110.027,4
spotify:track:1WStBZcSBOEaRibN9BFSA0,"Manifestin","Manifestin","Angelo Arce;Madlib;Wildchild",2022-03-10,222169,0,true,1225721008,2022-03-12T18:41:11Z,"experimental hip hop,alternative hip hop,jazz rap,plunderphonics","Fat Beats Records",0.69,0.814,6,-6.501,0,0.358,0.181,0,0.219,0.524,91.107,4
spotify:track:2mUt1D6StaEW9APZvYtrh1,"Kimbé Rèd!","Lèspri Ka : New Directions in Gwoka Music from Guadeloupe 1981-2010","Gui Konket",2022-01-28,255520,0,false,1225721008,2022-03-18T19:38:12Z,"","Time Capsule",0.539,0.832,10,-10.924,1,0.264,0.463,0.00201,0.307,0.372,110.905,4
spotify:track:735sRfdmaj6E5FplNU7LAe,"Matla La Mouyé","Lèspri Ka : New Directions in Gwoka Music from Guadeloupe 1981-2010","Michel Laurent",2022-01-28,241106,0,false,1225721008,2022-03-18T19:42:23Z,"maloya","Time Capsule",0.852,0.915,8,-8.456,0,0.0741,0.444,0.241,0.144,0.899,119.968,4
spotify:track:5tmrMIajDQRBcJQPaoAGdk,"BULERÍAS","MOTOMAMI","ROSALÍA",2022-03-18,155861,53,false,1225721008,2022-03-19T01:43:27Z,"latin","Columbia",0.774,0.458,0,-6.301,1,0.303,0.932,0.000122,0.191,0.757,127.33,3
spotify:track:5RRnzZDeT2aGltCwKnXT1h,"Recovery","Music from the Accident","Colpitts",2022-03-18,993847,0,false,1225721008,2022-03-21T20:52:14Z,"indie electronic","Thrill Jockey",0.138,0.716,1,-10.919,1,0.0928,0.14,0.956,0.105,0.159,66.653,3
spotify:track:5SfQRqIR5NRZhLqpX2Z6sE,"Bad Business (Killswitch)","Frank","Fly Anakin",2022-03-11,128004,0,true,1225721008,2022-03-23T01:23:09Z,"experimental hip hop","Lex Records",0.643,0.774,5,-9.207,0,0.319,0.482,0.00000741,0.373,0.598,92.698,4
spotify:track:16JGYp893Nuk81wo6SscAk,"Step on Step","Step on Step","Charles Stepney",2022-03-23,237444,0,false,1225721008,2022-03-23T15:04:48Z,"","International Anthem",0.692,0.402,0,-13.679,1,0.0336,0.906,0.829,0.1,0.668,104.799,4
spotify:track:1PUsAj8qzPMRQi2m0GVVQR,"Multi-Game Arcade Cabinet","Multi-Game Arcade Cabinet","Open Mike Eagle;R.A.P. Ferreira;Video Dave;STILL RIFT",2022-03-25,186000,0,false,1225721008,2022-03-29T23:41:30Z,"experimental hip hop,alternative hip hop,underground hip hop,jazz rap","Auto Reverse",0.548,0.581,7,-10.922,1,0.807,0.521,0,0.141,0.6,170.597,4
spotify:track:3x9UBH1vVMNVLCPTx9duyZ,"No Yeast (feat. Boldy James)","Continuance","Curren$y;The Alchemist;Boldy James",2022-02-18,243840,49,true,1225721008,2022-03-31T13:09:49Z,"southern hip hop,alternative hip hop,jazz rap,experimental hip hop,boom bap","Jet Life Recordings / ALC / EMPIRE",0.514,0.449,6,-12.713,1,0.342,0.853,0.000198,0.711,0.622,65.451,4
spotify:track:7hfZQ4Ri6mLQbOjeMXKXrW,"Walter Speaks (Feat. Walter Smith III)","New Gospel Revisited","Marquis Hill;Walter Smith III",2022-03-18,136453,4,false,1225721008,2022-04-07T13:40:54Z,"jazz,experimental jazz,nu jazz","Edition Records",0.52,0.158,2,-14.417,0,0.183,0.96,0.0421,0.337,0.694,167.809,4
spotify:track:6koId3uVvqqEXZfLbzULh6,"Lullaby (Feat. Joel Ross)","New Gospel Revisited","Marquis Hill;Joel Ross",2022-03-18,201360,4,false,1225721008,2022-04-07T14:01:47Z,"jazz,experimental jazz,nu jazz,christian jazz","Edition Records",0.303,0.195,2,-20.427,0,0.0425,0.991,0.901,0.115,0.118,135.324,3
spotify:track:7ywOerFm0G54DxRkCdN8Hr,"Autumn (Live)","New Gospel Revisited","Marquis Hill",2022-03-18,584920,9,false,1225721008,2022-04-07T14:13:23Z,"jazz,experimental jazz,nu jazz","Edition Records",0.518,0.34,5,-14.975,1,0.0351,0.679,0.415,0.606,0.36,101.323,4
spotify:track:3ShbiCIjMiQMl9b6L0esmg,"The Thump (Live)","New Gospel Revisited","Marquis Hill",2022-03-18,483026,7,false,1225721008,2022-04-07T14:43:46Z,"jazz,experimental jazz,nu jazz","Edition Records",0.457,0.485,1,-11.949,1,0.0535,0.402,0.748,0.093,0.627,100.944,4
spotify:track:32SGsDxvw6D1B7yLxTt4m6,"Smile #8 (Je3's Eextendedd Megadance Version for Star)(see page 182)","for Star (Crater Speak)","Slauson Malone 1",2022-04-06,280900,9,false,1225721008,2022-04-07T14:52:16Z,"experimental hip hop,plunderphonics","Grand Closing",0.658,0.144,4,-15.264,0,0.0512,0.899,0.938,0.123,0.21,106.733,4
spotify:track:2gAdcHPk2j1wfvRe26nzzo,"Ssmmiillee ##55","for Star (Crater Speak)","Slauson Malone 1",2022-04-06,368474,5,false,1225721008,2022-04-07T16:18:46Z,"experimental hip hop,plunderphonics","Grand Closing",0.149,0.283,10,-18.283,0,0.0354,0.81,0.925,0.181,0.036,90.867,3
spotify:track:7jqt3lbEDZgoa0hQ3JaxrX,"Lonely","Dark Humor","Jana Rush;DJ Paypal",2022-03-25,362976,0,false,1225721008,2022-04-07T17:16:53Z,"footwork","Planet Mu",0.522,0.559,6,-8.569,0,0.0942,0.000485,0.78,0.0982,0.241,160.014,4
spotify:track:3lmZndANzboiR0oGAusNdG,"Make Bitches Cum","Dark Humor","Jana Rush",2022-03-25,176677,0,true,1225721008,2022-04-07T17:39:26Z,"footwork","Planet Mu",0.747,0.819,11,-10.12,0,0.142,0.00445,0.801,0.365,0.89,160.491,4
spotify:track:5UgkmxdEqJV0WqBVcLmrSG,"Heavy Water","Aethiopes","billy woods;El-P;Breeze Brewin",2022-04-08,143781,0,true,1225721008,2022-04-08T19:15:35Z,"experimental hip hop,alternative hip hop,east coast hip hop,experimental,underground hip hop","Backwoodz Studioz",0.332,0.729,1,-7.651,1,0.181,0.349,0.00173,0.266,0.555,97.436,4
spotify:track:60Cm4aPAWANgWW3H9eW5xq,"Sauvage","Aethiopes","billy woods;Boldy James;Gabe 'Nandez",2022-04-08,187098,0,true,1225721008,2022-04-09T16:42:05Z,"experimental hip hop,alternative hip hop,east coast hip hop,experimental,jazz rap,boom bap","Backwoodz Studioz",0.444,0.642,10,-9.805,0,0.302,0.56,0,0.321,0.484,81.169,4
spotify:track:1x1madOc1HajmqGA50fkTR,"Asylum","Aethiopes","billy woods",2022-04-08,162494,0,true,1225721008,2022-04-14T00:20:22Z,"experimental hip hop,alternative hip hop,east coast hip hop,experimental","Backwoodz Studioz",0.367,0.729,6,-9.062,1,0.0822,0.0724,0.00927,0.484,0.567,86.817,4
spotify:track:54rGVTnLwZvMeHq780fJtw,"No Hard Feelings","Aethiopes","billy woods",2022-04-08,135927,0,true,1225721008,2022-04-14T00:24:46Z,"experimental hip hop,alternative hip hop,east coast hip hop,experimental","Backwoodz Studioz",0.398,0.5,3,-7.32,1,0.0331,0.0606,0.00000811,0.135,0.136,67.205,4
spotify:track:5cKYyuAdPvMM0jAJyKM43B,"You Are In Trouble","We're All Going to the World's Fair (Original Motion Picture Soundtrack)","Alex G",2022-04-15,80906,29,false,1225721008,2022-04-15T13:48:43Z,"","Milan",0.518,0.394,7,-11.066,1,0.0269,0.811,0.249,0.174,0.246,140.084,4
spotify:track:4h9L7U87nYGggwse4Usex5,"Stureby House Piano","Recordings from the Åland Islands","Jeremiah Chiu;Marta Sofia Honer",2022-03-11,299453,24,false,1225721008,2022-04-16T21:33:36Z,"ambient jazz,ambient,drone","International Anthem",0.269,0.202,10,-16.344,0,0.0363,0.969,0.838,0.236,0.245,110.648,4
spotify:track:6jBc6no9tErdC37atN7OLZ,"Kumlinge Kyrka","Recordings from the Åland Islands","Jeremiah Chiu;Marta Sofia Honer",2022-03-11,152573,28,false,1225721008,2022-04-16T21:42:54Z,"ambient jazz,ambient,drone","International Anthem",0.281,0.271,3,-14.823,0,0.0339,0.982,0.974,0.117,0.0479,104.753,1
spotify:track:2IIELm4RfoyxSYuTYDVZ7t,"Air","Air","SAULT",2022-04-15,354966,22,false,1225721008,2022-04-20T22:19:55Z,"","Forever Living Originals",0.217,0.223,1,-13.607,1,0.0314,0.927,0.92,0.213,0.0973,70.347,4
spotify:track:4uWOGNd9dlKPTxnuUS3vFy,"500 Miles High","500 Miles High","Flora Purim",2022-04-07,390000,1,false,1225721008,2022-04-22T18:01:17Z,"brazilian jazz,jazz fusion,latin jazz,bossa nova,vocal jazz","Strut",0.431,0.749,2,-10.862,1,0.0518,0.783,0.0189,0.136,0.224,139.702,4
spotify:track:7GVqvedvUSYWsMhk5XjTzk,"I","Ghosted","Oren Ambarchi;Johan Berthling;Andreas Werliin",2022-04-15,481333,18,false,1225721008,2022-04-25T15:18:43Z,"electroacoustic,drone,ambient,experimental,drone metal,avant-garde,musique concrète,minimalism,free jazz,ambient jazz,experimental jazz","Drag City",0.614,0.477,4,-14.766,1,0.0413,0.211,0.867,0.114,0.915,153.581,4
spotify:track:28WvIRMj3xhoUxR0E8823f,"JET","MAN PLAYS THE HORN","Cities Aviv",2022-02-04,78268,25,true,1225721008,2022-04-25T19:25:56Z,"experimental hip hop,cloud rap","D.O.T.",0.409,0.917,9,-2.881,0,0.121,0.0416,0.112,0.398,0.672,84.559,1
spotify:track:0YyZFR2QaTBXKOfd4vGDKx,"SMOKING ON A BRIGHTER DAY","MAN PLAYS THE HORN","Cities Aviv",2022-02-04,747023,24,true,1225721008,2022-04-25T19:38:23Z,"experimental hip hop,cloud rap","D.O.T.",0.357,0.635,2,-6.971,1,0.039,0.00547,0.621,0.485,0.466,173.789,4
spotify:track:7uelYr5gYO8fLbJVoHSMrG,"BURNING LIGHT IN EYESIGHT","MAN PLAYS THE HORN","Cities Aviv",2022-02-04,93648,16,true,1225721008,2022-04-25T20:08:03Z,"experimental hip hop,cloud rap","D.O.T.",0.221,0.918,8,-1.675,0,0.22,0.00588,0.00000519,0.081,0.392,144.173,3
spotify:track:5Q6JXKEctOs1GqrTYoEuH2,"BOLT THROWER","MAN PLAYS THE HORN","Cities Aviv",2022-02-04,207584,21,true,1225721008,2022-04-25T20:25:46Z,"experimental hip hop,cloud rap","D.O.T.",0.364,0.905,10,-3.024,0,0.0807,0.111,0,0.0874,0.364,73.947,4
spotify:track:553JgWIYwf4tWoyIZQL4sI,"THE FINAL SPARK","MAN PLAYS THE HORN","Cities Aviv",2022-02-04,271397,20,true,1225721008,2022-04-25T20:32:40Z,"experimental hip hop,cloud rap","D.O.T.",0.309,0.739,4,-7.109,0,0.0928,0.0576,0.132,0.126,0.497,126.214,4
spotify:track:36j2ymvz6MsOWZXGr0nSQE,"it feels foolish to care","everything perfect is already here","claire rousay",2022-04-22,905000,0,false,1225721008,2022-04-26T14:03:10Z,"musique concrète,electroacoustic,ambient,drone,experimental","Shelter Press",0.219,0.0991,7,-26.748,1,0.046,0.972,0.821,0.0639,0.0389,85.789,4
spotify:track:1YE55s7z3Ev1r9h7n28ajp,"BET!","BET!","Medhane;JUNIE.",2022-04-27,98000,0,true,1225721008,2022-04-28T22:40:40Z,"experimental hip hop,alternative hip hop","Never Panicking",0.352,0.755,6,-3.32,1,0.331,0.0496,0,0.339,0.914,150.186,4
spotify:track:41oknvOvnbnjcSEM1TZFW7,"Pulse Music II - Live, 1978 Pro Musica Nova Festival","Pulse Music","John Mcguire;Klaus Bernbacher",2022-04-29,1228000,1,false,1225721008,2022-05-02T21:07:06Z,"minimalism,avant-garde","Unseen Worlds",0.159,0.63,0,-9.475,1,0.0636,0.888,0.956,0.703,0.0705,93.06,3
spotify:track:76m6W5MNiQmspKUoReaIvN,"Black meditation","Black meditation","Shabaka",2022-05-05,238560,4,false,1225721008,2022-05-05T16:28:25Z,"ambient jazz,indie jazz","Impulse!",0.222,0.179,6,-17.784,0,0.0359,0.914,0.682,0.0823,0.262,88.056,3
spotify:track:2JN6NJ9Kj4xYoTrX0vJz88,"Blueblackred","Blueblackred","Sam Gendel",2022-05-05,59965,0,false,1225721008,2022-05-05T18:00:28Z,"ambient jazz,nu jazz,experimental jazz,indie jazz","Leaving Records",0.649,0.339,4,-12.166,1,0.516,0.956,0.00279,0.121,0.573,70.158,4
spotify:track:0coOMp12BksrsKhQ1H1CVS,"La Guerra Di Piero","Blueblackred","Sam Gendel",2022-05-05,113009,0,false,1225721008,2022-05-05T18:00:47Z,"ambient jazz,nu jazz,experimental jazz,indie jazz","Leaving Records",0.544,0.793,9,-11.053,0,0.443,0.474,0.0000852,0.453,0.588,85.411,4
spotify:track:4JghRpIPmN8nXqiXEmcu8x,"Gu Shi","Blueblackred","Sam Gendel",2022-05-05,124544,0,false,1225721008,2022-05-05T18:01:05Z,"ambient jazz,nu jazz,experimental jazz,indie jazz","Leaving Records",0.644,0.422,8,-13.724,1,0.28,0.872,0.916,0.111,0.627,86.986,4
spotify:track:0xmDL2jpHiMb1OzXJFQ3eM,"Tita Tita","Where's the One?","Congotronics International;Deerhoof;Juana Molina;Kasai Allstars;Konono N°1;Wildbirds & Peacedrums;Skeletons",2022-04-29,247598,1,false,1225721008,2022-05-05T19:26:14Z,"noise rock,afropop,art pop","Crammed Discs",0.554,0.764,4,-8.141,0,0.0287,0.709,0.00116,0.579,0.631,120.373,4
spotify:track:6JmZSAscHJZeyxyuSzJTLZ,"Super Duper Rescue Allstars","Where's the One?","Congotronics International;Deerhoof;Juana Molina;Kasai Allstars;Konono N°1;Wildbirds & Peacedrums;Skeletons",2022-04-29,139519,1,false,1225721008,2022-05-05T19:30:01Z,"noise rock,afropop,art pop","Crammed Discs",0.516,0.919,4,-7.747,0,0.0383,0.302,0.00164,0.163,0.873,96.838,4
spotify:track:1r0zxbwu4UdAI4GoJSwKDq,"Many Tongues In Our Band","Where's the One?","Congotronics International;Deerhoof;Juana Molina;Kasai Allstars;Konono N°1;Wildbirds & Peacedrums;Skeletons",2022-04-29,218209,0,false,1225721008,2022-05-05T19:42:29Z,"noise rock,afropop,art pop","Crammed Discs",0.364,0.744,5,-9.077,0,0.0608,0.748,0,0.242,0.817,103.673,4
spotify:track:5gxCK2whthJSzzh15FRNrm,"For Augustin","Where's the One?","Congotronics International;Deerhoof;Juana Molina;Kasai Allstars;Konono N°1;Wildbirds & Peacedrums;Skeletons",2022-04-29,100278,0,false,1225721008,2022-05-05T19:46:30Z,"noise rock,afropop,art pop","Crammed Discs",0.322,0.626,7,-9.306,1,0.0487,0.382,0.948,0.208,0.705,133.588,4
spotify:track:5ST9iCxB1AQeYbQNfQzX7I,"Mama’s Way/Above The Tree Line","Where's the One?","Congotronics International;Deerhoof;Juana Molina;Kasai Allstars;Konono N°1;Wildbirds & Peacedrums;Skeletons",2022-04-29,157697,0,false,1225721008,2022-05-05T19:50:07Z,"noise rock,afropop,art pop","Crammed Discs",0.321,0.607,9,-10.835,1,0.0642,0.933,0.829,0.14,0.354,157.277,5
spotify:track:0OFrOEXvIfLffImXg1RawE,"Tshitua Fuila Mbuloba","Where's the One?","Congotronics International;Deerhoof;Juana Molina;Kasai Allstars;Konono N°1;Wildbirds & Peacedrums;Skeletons",2022-04-29,293517,0,false,1225721008,2022-05-05T20:00:44Z,"noise rock,afropop,art pop","Crammed Discs",0.474,0.824,7,-7.126,1,0.138,0.518,0,0.101,0.868,171.068,4
