Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0v8JumudvusjjdMGpxyGo5,"Anticipation of the Passed Baton","Joshua / Same Day Walking","Mason Lindahl",2025-07-22,165913,10,false,1210603825,2025-12-05T19:31:11Z,"","Mt. Brings Death",0.408,0.337,0,-17.964,1,0.033,0.853,0.951,0.112,0.249,74.186,5
spotify:track:22z7pB5FFjHu53sSNIxpLt,"The Notes of Her Dreams","La Fille Du Soleil","Alireza Mortazavi",2025-06-13,277162,1,false,1210603825,2025-12-05T19:31:11Z,"traditional music,ambient jazz","Dark Companion",0.414,0.00713,8,-20.689,1,0.0925,0.989,0.927,0.105,0.165,77.229,4
spotify:track:3LDNMFjoxzL5rmTOWUaP9L,"Evensong, part 1 (for and after June Kramer)","Vesper Sparrow","JJJJJerome Ellis",2025-11-14,203746,15,false,1210603825,2025-12-05T19:31:11Z,"electroacoustic,spoken word","Shelter Press",0.314,0.571,7,-7.64,0,0.0584,0.163,0,0.0238,0.639,107.02,4
spotify:track:5UXgWGhTyIseVNSA3s0jKD,"Castrato Raw (Fullback)","45 Pounds","YHWH Nailgun",2025-03-21,126188,34,false,1210603825,2025-12-05T19:31:11Z,"noise rock","Many Hats Distribution",0.703,0.817,11,-6.609,1,0.12,0.0111,0.0243,0.025,0.888,135.062,4
spotify:track:277xDY15EYmlLaJ8zhmQDE,"Alm","Return To Sender","J. Albert",2025-06-20,454000,3,false,1210603825,2025-12-05T19:31:11Z,"lo-fi house,dub techno,ambient jazz","J. Albert Productions",0.87,0.712,10,-12.693,0,0.116,0.0377,0.544,0.0948,0.298,122.006,4
spotify:track:4Pg3zMf1lg37vj8nWD9ZuA,"Terminal","Slipstream","PVAS",2025-11-07,249502,3,false,1210603825,2025-12-05T19:31:11Z,"","Kapsela",0.67,0.842,2,-6.827,1,0.189,0.00806,0.655,0.491,0.4,149.876,4
spotify:track:6HybzXJc5MO4GDfNuZIVcS,"Lamp Fall","Khadim","Mark Ernestus’ Ndagga Rhythm Force",2025-05-09,576391,22,false,1210603825,2025-12-05T19:31:11Z,"dub techno","Ndagga",0.552,0.393,6,-19.699,1,0.082,0.504,0.92,0.105,0.799,117.882,3
spotify:track:4sNp8CbotidFfZqa78UErO,"Sans sodalis","Don't Trust Mirrors","Kelly Moran",2025-10-01,215141,22,false,1210603825,2025-12-05T19:31:11Z,"ambient,electroacoustic,experimental,neoclassical","Warp Records",0.405,0.62,3,-12.307,0,0.0342,0.553,0.947,0.259,0.0378,115.017,3
spotify:track:7J3mkvdwNFxcLdGcAiK9GW,"Coping Mechanism","Rest Here","Car Culture;Physical Therapy",2025-10-09,301391,41,false,1210603825,2025-12-05T19:31:11Z,"uk garage","naff",0.567,0.538,8,-9.272,1,0.0349,0.361,0.921,0.0873,0.3,156.022,3
spotify:track:0s2IuBH0uJ4f6b3DhkRbwk,"The Lush Greens Of This Restless Mind","Baghali","Jaan",2025-10-03,196745,0,false,1210603825,2025-12-05T19:31:11Z,"","World of Echo",0.351,0.541,7,-13.766,0,0.0909,0.438,0.807,0.114,0.334,72.322,4
spotify:track:0Poy6PuvK8nrHDjkTtVusT,"Vegetation Grows Thick","Suspension of Belief","gyrofield",2025-06-13,325500,16,false,1210603825,2025-12-05T19:31:11Z,"drum and bass,liquid funk,drumstep","Kapsela",0.235,0.918,4,-7.65,0,0.0522,0.000344,0.605,0.117,0.0816,137.992,4
spotify:track:2qDjzlewG9Dx3rC1M2OWXh,"Gown","Blurrr","Joanne Robertson;Oliver Coates",2025-09-19,195999,39,false,1210603825,2025-12-05T19:31:11Z,"electronic classical,electroacoustic","AD 93",0.276,0.229,2,-14.576,1,0.0321,0.899,0.939,0.115,0.126,52.409,4
spotify:track:3RTkyVpPWnJYAW38CHhtfo,"I Don't Do / Grand Central","Inner Day","Jim White;Zoh Amba",2025-10-24,220866,10,true,1210603825,2025-12-05T19:31:11Z,"ambient folk,experimental jazz,anti-folk,free jazz,avant-garde,electroacoustic","Drag City",0.581,0.433,7,-11.196,0,0.0577,0.868,0.0000751,0.128,0.414,93.577,4
spotify:track:4S6I7ei8IunQ51phVsQHBW,"Peace","Interior Live Oak","Cass McCombs",2025-08-15,265213,35,false,1210603825,2025-12-05T19:31:11Z,"baroque pop,singer-songwriter","Domino Recording Co",0.565,0.831,4,-8.41,0,0.0315,0.127,0.00289,0.115,0.761,126.765,4
spotify:track:69K2VAm9YvFobRiUnR9RAe,"Blossoms In Her Mind","Parallel","All Seeing Dolls;Anton Newcombe;Dot Allison",2025-02-21,246294,4,false,1210603825,2025-12-05T19:31:11Z,"neo-psychedelic,psychedelic rock,space rock,electroclash,trip hop","'a' Records",0.419,0.793,6,-4.022,0,0.0284,0.00949,0.0177,0.223,0.184,98.029,4
spotify:track:1t2AmGvZTvt3CyE3qDc6iQ,"Delays Have Dangerous Ends","Discordia","NINA;Orazio",2025-03-12,195308,17,false,1210603825,2025-12-05T19:31:11Z,"","Many Hats Distribution",0.577,0.565,0,-7.64,1,0.0283,0.521,0.0000637,0.0951,0.194,128.074,4
spotify:track:6r15HLqlrLaxKesH2qaAVL,"Puddles on My Pillow","Swimming Pool","HTRK",2025-03-27,120000,25,false,1210603825,2025-12-05T19:31:11Z,"cold wave","Ghostly International",0.39,0.173,0,-19.018,1,0.0611,0.925,0.938,0.117,0.489,152.881,4
spotify:track:1HSl5khvKIKqoXsj6KlreQ,"Carnets","Après coup","Laurie Torres",2025-02-21,108000,31,false,1210603825,2025-12-05T19:31:11Z,"ambient jazz","Tonal Union",0.559,0.204,10,-17.99,1,0.0315,0.991,0.929,0.108,0.295,135.545,3
spotify:track:5qtVZU2unv1DYRhyVvBTYr,"No famine","crown","Andrew Aged",2025-12-03,153584,28,false,1210603825,2025-12-08T18:46:59Z,"","Two First Names Recordings",0.373,0.124,1,-16.182,1,0.0422,0.969,0.00125,0.107,0.381,133.828,1
spotify:track:0222jjqQTYnDdxyq6iuzcV,"Bog an Lochan","Sunwise","Brighde Chaimbeul",2025-06-27,143423,35,false,1210603825,2025-12-05T19:31:11Z,"celtic","tak:til",0.301,0.493,0,-8.642,1,0.0361,0.000713,0.935,0.137,0.0308,113.893,4
spotify:track:38Ua8VldtUewFb0ga2dpFb,"Deep Breath (An Ending)","Beside Myself","DJ Haram",2025-07-18,157413,6,false,1210603825,2025-12-05T19:31:11Z,"experimental hip hop,indie dance","Hyperdub",0.406,0.921,7,-6.591,1,0.0333,0.000412,0.823,0.0893,0.127,145.025,4
spotify:track:7JKpS5rKsKWeVPZ0ojBqv9,"La Yugular","LUX","ROSALÍA",2025-11-07,258613,73,false,1210603825,2025-12-05T19:31:11Z,"latin","Columbia",0.471,0.155,5,-11.031,0,0.0641,0.864,0.00000641,0.129,0.414,143.729,1
spotify:track:4Q8NCxiOVyH68D1bNsHlRA,"Oh Yeah (Cop Collab)","Flip To Raw","Torn Hawk",2025-02-21,562909,2,false,1210603825,2025-12-05T19:31:11Z,"idm","Fixed Rhythms",0.782,0.939,7,-8.81,1,0.0493,0.0934,0.89,0.119,0.105,109.996,4
spotify:track:7aZumITSUGOnLOFsbPyefP,"Time To Wake Up","w/ The Producers","Paul St. Hilaire;Shinichi Atobe",2025-09-26,263043,21,false,1210603825,2025-12-05T19:31:11Z,"dub techno,dub,lo-fi house","Kynant Records",0.672,0.941,0,-10.614,1,0.0432,0.00745,0.857,0.366,0.721,126.999,4
spotify:track:1j4MGX0RSMzR4X4KTSyi9o,"Broward Boyy","A Tropical Entropy","Nick León",2025-06-27,98396,28,false,1210603825,2025-12-05T19:31:11Z,"neoperreo,uk funky","TraTraTrax",0.706,0.511,0,-10.085,0,0.0826,0.26,0.859,0.209,0.651,154.23,4
spotify:track:7COyLJsLCqQAN4riOY4JEr,"Her Own Reflection","Kansai Bruises","Valentina Magaletti;YPY",2025-08-22,256825,15,false,1210603825,2025-12-05T19:31:11Z,"electroacoustic,experimental,musique concrète","AD 93",0.65,0.794,10,-11.737,0,0.0408,0.0294,0.794,0.0497,0.759,144.981,4
spotify:track:1rflVTDHR7rb19adgwGY00,"someone else","sorry i thought you were someone else","K-Lone",2025-11-14,396333,32,false,1210603825,2025-12-05T19:31:11Z,"jazz house,uk garage,uk funky,dub techno","Incienso (EU)",0.771,0.35,7,-10.875,1,0.0772,0.454,0.878,0.317,0.793,120.075,4
spotify:track:5gMm198g4EZhtgTfKvpaXg,"I don't know what free is","Iris Silver Mist","Jenny Hval",2025-05-02,286517,20,false,1210603825,2025-12-05T19:31:11Z,"art pop","4AD",0.609,0.682,0,-8.078,1,0.0361,0.0532,0.0572,0.155,0.129,115.988,4
spotify:track:3zHlu8zTCOQ2R6nobGogKJ,"Kneel","Dancing Shoes","Nilüfer Yanya",2025-07-02,224287,44,false,1210603825,2025-12-05T19:31:11Z,"","Ninja Tune",0.69,0.625,8,-7.315,1,0.0314,0.24,0.304,0.243,0.667,116.994,4
spotify:track:0k6R4xKzwobcmNbTZbwZmK,"Heart of a waterfall","Hiraeth","Sofie Birch;Antonina Nowacka",2025-07-18,275942,25,false,1210603825,2025-12-05T19:31:11Z,"ambient,ambient jazz,drone","Unsound",0.304,0.186,4,-14.712,0,0.0333,0.837,0.668,0.112,0.0368,119.339,3
spotify:track:5rRBzP3ywyBThLLoQcJuOv,"Be Kind","Tether","Annahstasia",2025-06-13,307373,41,false,1210603825,2025-12-05T19:31:11Z,"","drink sum wtr",0.486,0.152,2,-11.748,1,0.0559,0.815,0.0000494,0.348,0.242,121.175,4
spotify:track:4nVLJC8LOxFIRn5XILnBzC,"hasta el final","A Danger to Ourselves","Lucrecia Dalt",2025-09-05,257788,22,false,1210603825,2025-12-05T19:31:11Z,"experimental,electroacoustic,art pop,musique concrète,avant-garde","RVNG Intl.",0.236,0.221,11,-12.29,0,0.0304,0.751,0.0803,0.1,0.0604,137.814,4
spotify:track:78TuWveyNHN7rpZVyhz3Be,"Boya Kotala","Kembo","Kingdom Molongi",2025-03-28,300568,1,false,1210603825,2025-12-05T19:31:11Z,"","Nyege Nyege Tapes",0.309,0.188,0,-7.748,0,0.0377,0.604,0,0.12,0.0323,92.495,3
spotify:track:3f2cqsIqJpgFVfo7RCMgHj,"gg","gg","Lolina",2025-11-21,156000,23,false,1210603825,2025-12-05T19:31:11Z,"experimental,art pop","Relaxin Records",0.744,0.503,10,-9.568,0,0.0332,0.867,0.0277,0.156,0.945,101.953,4
spotify:track:5sUvIpRrr51qCeAetCJ7x4,"Are you blushing?","Are you blushing?","Horsepower",2025-03-11,156151,33,false,1210603825,2025-12-05T19:31:11Z,"","Rose Garden Records",0.406,0.256,3,-10.898,1,0.0305,0.265,0.00125,0.0964,0.13,155.773,3
spotify:track:1tNF2yfg87Rteaqj2rl2dH,"Ada Kaleh","Bura","Raphael Roginski;Ružičnjak Tajni",2025-06-27,141520,3,false,1210603825,2025-12-05T19:31:11Z,"ambient folk,experimental jazz,free jazz","Instant Classic",0.533,0.0948,9,-17.939,0,0.069,0.927,0.962,0.111,0.47,77.933,3
spotify:track:6p86yWrQogIEJi5yErJueA,"Hermes","I'll Be Waving As You Drive Away","Hayden Pedigo",2025-06-06,220000,32,false,1210603825,2025-12-05T19:31:11Z,"ambient folk","Mexican Summer",0.326,0.187,2,-13.746,1,0.049,0.911,0.975,0.151,0.105,92.913,4
spotify:track:4EbKAHT7I23BeXQFJ041Ls,"Play","Play","james K",2025-06-04,274008,29,false,1210603825,2025-12-05T19:31:11Z,"","AD 93",0.537,0.78,11,-8.545,1,0.0396,0.0627,0.00479,0.0913,0.359,145.013,4
spotify:track:0cTGBktDEddqng7yqcH9lI,"Set Me Free","Dream Horizons","Polygonia",2025-06-13,299270,13,false,1210603825,2025-12-05T19:31:11Z,"dub techno,idm,minimal techno","Dekmantel",0.801,0.844,1,-9.376,1,0.109,0.0173,0.256,0.121,0.334,139.003,4
spotify:track:4UI693m28NeH4uY0mnBV0F,"LIGHT DESIGN","NEVER ENOUGH","Turnstile",2025-06-06,129664,59,false,1210603825,2025-12-05T19:31:11Z,"hardcore punk,hardcore","Roadrunner Records",0.278,0.858,0,-4.806,1,0.0691,0.000614,0.00407,0.144,0.0545,170.039,4
spotify:track:4wDTwzp2JuuD4UKAP2jrD8,"Not Offended","Not Offended","Mija Milovic",2025-06-18,185983,26,false,1210603825,2025-12-05T19:31:11Z,"musique concrète","Escho",0.22,0.142,9,-14.219,1,0.0295,0.73,0.0014,0.103,0.118,65.891,4
spotify:track:7CK4bpTIiYWYp478jgSlgp,"5","lucre","Dean Blunt;Elias Rønnenfelt",2025-02-07,120500,69,false,1210603825,2025-12-05T19:31:11Z,"","WORLD MUSIC",0.698,0.779,4,-3.213,0,0.0245,0.00661,0.484,0.188,0.267,102.037,4
spotify:track:0bpA5JIBVexaQFIVPq0kgm,"Finding Money","Finding Money","Real Lies;Jessica Barden",2025-03-28,340230,0,false,1210603825,2025-12-05T19:31:11Z,"spoken word","Tonal Recordings",0.536,0.876,0,-5.507,1,0.03,0.0635,0.00911,0.0797,0.351,132.988,4
spotify:track:0I1oME61NvoZCIQxct99mP,"Spirals On My Tongue","Emo Regulation","RIP Swirl;Ydegirl",2025-05-16,165500,33,false,1210603825,2025-12-05T19:31:11Z,"shoegaze","In Real Life Music",0.631,0.706,1,-7.107,1,0.213,0.159,0.00000211,0.0897,0.412,167.879,4
spotify:track:1iFsFhFsQa4CGobJXvVdob,"Crystal","Terra Infirma","Deer park",2025-04-04,177777,35,false,1210603825,2025-12-05T19:31:11Z,"","Deleted",0.574,0.948,9,-4.948,1,0.0304,0.000282,0.777,0.281,0.942,107.976,4
spotify:track:1wktoZ7Zk04idqz27Yv7aG,"Carbon Monoxide","Carbon Monoxide","Corbin",2025-02-05,194965,30,true,1210603825,2025-12-05T19:31:11Z,"cloud rap","September Recordings",0.704,0.755,6,-6.354,1,0.0308,0.105,0.085,0.125,0.631,110.977,4
spotify:track:3Fm2Zw8hwoOeBjdVJxhkrj,"At It Again","Heat Check","DJ Hank",2025-02-21,177000,1,false,1210603825,2025-12-05T19:31:11Z,"footwork","DJ Hank LLC",0.741,0.778,1,-8.672,1,0.125,0.0715,0.394,0.0666,0.489,160.065,4
spotify:track:19dyglfcZrjv03c7t2mKib,"Peebles ’n’ Stones","Curiosities from the Shift","Joe Westerlund",2025-10-24,219573,15,false,1210603825,2025-12-05T19:31:11Z,"","Psychic Hotline",0.67,0.547,2,-10.812,1,0.0498,0.401,0.913,0.0993,0.577,95.995,4
spotify:track:5ZkjTRSa7Ha2cf29okELYh,"take it","hooke’s law","keiyaA",2025-10-31,204319,28,false,1210603825,2025-12-05T19:31:11Z,"alternative r&b","XL Recordings",0.339,0.878,10,-4.488,0,0.143,0.12,0.0000103,0.178,0.474,175.541,4
spotify:track:2Ec1FkBmnkZDh1Ih6J1Tcf,"Highway","Infiltrating Roku City","shinetiac",2025-03-06,222500,10,false,1210603825,2025-12-05T19:31:11Z,"idm","West Mineral",0.656,0.676,7,-11.451,1,0.0471,0.0623,0.919,0.164,0.226,110.911,4
spotify:track:6Y16szIjrhu91wNbHTDqhX,"take me by the hand","choke enough","Oklou;Bladee",2025-02-07,171570,54,false,1210603825,2025-12-05T19:31:11Z,"art pop,hyperpop,cloud rap","True Panther Records",0.473,0.612,9,-8.345,1,0.0636,0.863,0.0137,0.195,0.588,126.179,4
spotify:track:7cB9kBr6V9OEhu3tz60YL1,"Pulteney Symphony","Pulteney Symphony","Aasthma",2025-02-14,243804,3,false,1210603825,2025-12-05T19:31:11Z,"","Aasthma",0.693,0.816,7,-6.102,0,0.0453,0.000643,0.895,0.0493,0.654,138.007,4
spotify:track:2oHlXSi9QNnyRbcY9F9BsP,"Nekk","Lust 1","Voice Actor;Squu",2025-01-14,145008,18,false,1210603825,2025-12-05T19:31:11Z,"spoken word,musique concrète,experimental","Stroom",0.588,0.889,8,-13.043,1,0.0542,0.0211,0.898,0.125,0.746,143.895,3
spotify:track:0EZ0x0i38nuPn9DXpgIBsF,"A thousand lies","Big city life","Smerz",2025-05-23,251665,48,false,1210603825,2025-12-05T19:31:11Z,"","Escho",0.696,0.238,9,-14.466,1,0.0347,0.864,0.00563,0.116,0.421,134.868,1
spotify:track:6omDrVKEJI2AebWmpKhA8h,"Charlotte & Pia","Forever Young","Betty Hammerschlag",2025-07-30,350000,6,false,1210603825,2025-12-05T19:31:11Z,"","Collerette",0.329,0.229,10,-18.884,0,0.0347,0.8,0.832,0.105,0.0399,128.05,4
spotify:track:4fFwkb8vQgTCwQsW4T3rua,"Pink Lake","Naturaleza","Maria Usbeck",2025-04-25,155891,2,false,1210603825,2025-12-05T19:31:11Z,"latin indie,latin alternative","Cascine",0.752,0.503,9,-10.025,1,0.0306,0.00301,0.249,0.329,0.724,128.042,4
spotify:track:2J7cbmT91XwSMa1KllQje2,"Into the Fall","Possessions","Hussain Bokhari",2025-08-22,270544,7,false,1210603825,2025-12-05T19:31:11Z,"bedroom pop,alternative r&b","Mood Hut",0.725,0.4,9,-11.029,0,0.0295,0.72,0.167,0.123,0.794,119.992,4
spotify:track:0wEQKu92N2sIvOCKBVN8Ez,"Lì xì","Tết 41","JakoJako",2025-04-25,172595,4,false,1210603825,2025-12-05T19:31:11Z,"ambient,idm,dub techno","Mute",0.574,0.19,0,-15.212,1,0.0382,0.936,0.761,0.302,0.526,124.759,3
spotify:track:1fZVOJkqVsjbh7TbRCcVlo,"Comafields","Comafields / Imaginary Festival","Burial",2025-08-01,723146,28,false,1210603825,2025-12-05T19:31:11Z,"idm,ambient","Hyperdub",0.356,0.53,1,-15.76,1,0.0677,0.47,0.824,0.0953,0.132,124.965,4
